code,name,description,refreshed_at,from_date,to_date
CGBZ2013,"Ten-Year Government of Canada Bond Futures, December 2013 (CGBZ2013)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-06-09 14:23:56,2012-12-19,2013-12-18
CGBZ2014,"Ten-Year Government of Canada Bond Futures, December 2014 (CGBZ2014)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-12-19 22:22:39,2014-01-07,2014-12-18
CGBZ2015,"Ten-Year Government of Canada Bond Futures, December 2015 (CGBZ2015)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2015. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-12-21 21:13:47,2014-12-19,2015-12-18
CGBZ2016,"Ten-Year Government of Canada Bond Futures, December 2016 (CGBZ2016)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2016. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2016-12-20 21:13:09,2015-12-21,2016-12-19
CGBZ2017,"Ten-Year Government of Canada Bond Futures, December 2017 (CGBZ2017)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2017. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2017-12-19 22:14:12,2016-12-20,2017-12-18
CGBZ2018,"Ten-Year Government of Canada Bond Futures, December 2018 (CGBZ2018)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2018. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2018-12-19 22:09:34,2017-12-19,2018-12-18
CGBZ2019,"Ten-Year Government of Canada Bond Futures, December 2019 (CGBZ2019)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2019. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2019-12-19 22:10:29,2018-12-19,2019-12-18
CGBZ2020,"Ten-Year Government of Canada Bond Futures, December 2020 (CGBZ2020)","MX Futures Price for Ten-Year Government of Canada Bond Futures, December 2020. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-26 11:09:24,2019-12-19,2020-03-25
CGFH2010,"Five-Year Government of Canada Bond Futures, March 2010 (CGFH2010)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:37:21,2009-04-06,2010-03-22
CGFH2011,"Five-Year Government of Canada Bond Futures, March 2011 (CGFH2011)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:40:02,2010-03-23,2011-03-22
CGFH2012,"Five-Year Government of Canada Bond Futures, March 2012 (CGFH2012)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:42:44,2011-03-23,2012-03-21
CGFH2013,"Five-Year Government of Canada Bond Futures, March 2013 (CGFH2013)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:45:31,2012-03-22,2013-03-19
CGFH2014,"Five-Year Government of Canada Bond Futures, March 2014 (CGFH2014)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-03-22 00:22:06,2013-03-20,2014-03-20
CGFH2015,"Five-Year Government of Canada Bond Futures, March 2015 (CGFH2015)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2015. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-03-23 21:13:37,2014-04-10,2015-03-20
CGFH2016,"Five-Year Government of Canada Bond Futures, March 2016 (CGFH2016)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2016. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2016-03-22 21:12:58,2015-03-23,2016-03-21
CGFH2017,"Five-Year Government of Canada Bond Futures, March 2017 (CGFH2017)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2017. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2017-03-23 21:12:56,2016-03-22,2017-03-22
CGFH2018,"Five-Year Government of Canada Bond Futures, March 2018 (CGFH2018)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2018. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2018-03-21 21:15:29,2017-03-23,2018-03-20
CGFH2019,"Five-Year Government of Canada Bond Futures, March 2019 (CGFH2019)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2019. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2019-03-20 21:09:41,2018-03-21,2019-03-19
CGFH2020,"Five-Year Government of Canada Bond Futures, March 2020 (CGFH2020)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2020. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-23 21:09:37,2019-03-21,2020-03-20
CGFH2021,"Five-Year Government of Canada Bond Futures, March 2021 (CGFH2021)","MX Futures Price for Five-Year Government of Canada Bond Futures, March 2021. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-26 11:09:24,2020-03-23,2020-03-25
CGFM2009,"Five-Year Government of Canada Bond Futures, June 2009 (CGFM2009)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2009. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:35:30,2009-04-06,2009-06-19
CGFM2010,"Five-Year Government of Canada Bond Futures, June 2010 (CGFM2010)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:37:30,2009-06-22,2010-06-21
CGFM2011,"Five-Year Government of Canada Bond Futures, June 2011 (CGFM2011)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:40:05,2010-06-22,2011-06-21
CGFM2012,"Five-Year Government of Canada Bond Futures, June 2012 (CGFM2012)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:42:46,2011-06-22,2012-06-20
CGFM2013,"Five-Year Government of Canada Bond Futures, June 2013 (CGFM2013)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:45:33,2012-06-21,2013-06-19
CGFM2014,"Five-Year Government of Canada Bond Futures, June 2014 (CGFM2014)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-06-21 00:03:09,2013-06-20,2014-06-19
CGFM2015,"Five-Year Government of Canada Bond Futures, June 2015 (CGFM2015)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2015. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2015-06-22 21:13:13,2014-06-20,2015-06-19
CGFM2016,"Five-Year Government of Canada Bond Futures, June 2016 (CGFM2016)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2016. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2016-06-22 21:13:53,2015-06-22,2016-06-21
CGFM2017,"Five-Year Government of Canada Bond Futures, June 2017 (CGFM2017)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2017. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2017-06-22 21:09:33,2016-06-22,2017-06-21
CGFM2018,"Five-Year Government of Canada Bond Futures, June 2018 (CGFM2018)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2018. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2018-06-21 21:12:33,2017-06-22,2018-06-20
CGFM2019,"Five-Year Government of Canada Bond Futures, June 2019 (CGFM2019)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2019. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2019-06-19 21:09:16,2018-06-21,2019-06-18
CGFM2020,"Five-Year Government of Canada Bond Futures, June 2020 (CGFM2020)","MX Futures Price for Five-Year Government of Canada Bond Futures, June 2020. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2020-03-26 11:09:24,2019-06-20,2020-03-25
CGFU2009,"Five-Year Government of Canada Bond Futures, September 2009 (CGFU2009)","MX Futures Price for Five-Year Government of Canada Bond Futures, September 2009. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:36:11,2009-04-06,2009-09-21
CGFU2010,"Five-Year Government of Canada Bond Futures, September 2010 (CGFU2010)","MX Futures Price for Five-Year Government of Canada Bond Futures, September 2010. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:38:46,2009-09-22,2010-09-21
CGFU2011,"Five-Year Government of Canada Bond Futures, September 2011 (CGFU2011)","MX Futures Price for Five-Year Government of Canada Bond Futures, September 2011. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:41:30,2010-09-22,2011-09-21
CGFU2012,"Five-Year Government of Canada Bond Futures, September 2012 (CGFU2012)","MX Futures Price for Five-Year Government of Canada Bond Futures, September 2012. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:44:09,2011-09-22,2012-09-19
CGFU2013,"Five-Year Government of Canada Bond Futures, September 2013 (CGFU2013)","MX Futures Price for Five-Year Government of Canada Bond Futures, September 2013. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2013-12-28 02:46:37,2012-09-20,2013-09-19
CGFU2014,"Five-Year Government of Canada Bond Futures, September 2014 (CGFU2014)","MX Futures Price for Five-Year Government of Canada Bond Futures, September 2014. Trading unit: C$100,000 nominal value of Government of Canada bond with 6% notional coupon. Price quotation: Par is on the basis of 100 points where 1 point equals C$1,000.",2014-09-23 01:14:45,2013-09-20,2014-09-19
